,doc_id,generated_question,generated_answer,is_markdown,context_batch
47,262.0,Когда был зарегистрирован Коммерческий Банк 'Русский Торговый Банк'?,Коммерческий Банк 'Русский Торговый Банк' был зарегистрирован Банком России 16.05.1994 года.,0.0,"Банковский сектор    Информация о кредитных организациях     Коммерческий Банк ""Русский Торговый Банк"" (общество с ограниченной ответственностью)      Полное фирменное наименование  Коммерческий Банк ""Русский Торговый Банк"" (общество с ограниченной ответственностью)    Сокращённое фирменное наименование  КБ ""РТБК"" (ООО)    Регистрационный номер  2842    Дата регистрации Банком России  16.05.1994    Основной государственный регистрационный номер  1037739314348 (30.01.2003)                            Адрес из устава  119021,  г. Москва, ул. Тимура Фрунзе, д. 11, строение 60 А    Адрес фактический  119021,  г. Москва, ул. Тимура Фрунзе, д. 11, строение 60 А    Устав                          Дата согласования последней редакции устава:   02.02.2015                            ,                            cогласованные изменения в уставe: прочие изменения (13.07.2015)                            Уставный капитал  549 400 000,00 руб., дата изменения величины уставного капитала: 20.07.2015                        Лицензия (дата выдачи/последней замены)                     Банками с базовой лицензией являются банки, имеющие лицензию, в названии которой присутствует слово «базовая». Все остальные действующие банки являются банками с универсальной лицензией                                    Лицензия отозвана приказом Банка России ОД-1034 от 20.04.2018     Участие в системе страхования вкладов  Да    Фирменное наименование на английском языке  Russian Trade Bank Limited Liability Company, RTBK LLC      Данные оборотной ведомости по счетам бухгалтерского учёта  Форма 101   2018 год          2017 год          2016 год          2015 год          2014 год          2013 год          2012 год          2011 год          2010 год                               на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1"
48,262.0,Какие данные содержатся в отчете о финансовых результатах?,"Отчет о финансовых результатах содержит информацию о финансовых показателях за определенный период времени, такие как выручка, прибыль, затраты и другие финансовые данные.",0.0,"февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 января                     на 1 февраля                     на 1 марта                     на 1 апреля                     на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря                      на 1 мая                     на 1 июня                     на 1 июля                     на 1 августа                     на 1 сентября                     на 1 октября                     на 1 ноября                     на 1 декабря Ещё + Свернуть -  Отчёт о финансовых результатах  Форма 102, квартальная   2018 год          2017 год"
49,262.0,Какие отчёты о финансовых результатах доступны в Центральном Банке?,"В Центральном Банке доступны отчёты о финансовых результатах в формах 102, 123 и 134 за разные годы.",0.0,"Ещё + Свернуть -  Отчёт о финансовых результатах  Форма 102, квартальная   2018 год          2017 год          2016 год          2015 год          2014 год          2013 год          2012 год          2011 год          2010 год                               на 1 января                     на 1 апреля                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 января                     на 1 апреля                     на 1 июля                     на 1 октября                      на 1 июля                     на 1 октября Ещё + Свернуть -  Расчёт собственных средств (капитала) («Базель III»)  Форма 123   2018 год          2017 год                       на 1 января             на 1 февраля             на 1 марта             на 1 апреля              на 1 августа             на 1 сентября             на 1 октября             на 1 ноября             на 1 декабря Ещё + Свернуть -  Расчёт собственных средств (капитала)  Форма 134   2015 год          2014 год          2013 год          2012 год          2011 год          2010 год                       на 1 января              на 1 января             на 1 февраля             на 1 марта             на 1 апреля             на 1 мая             на 1 июня             на 1 июля             на 1 августа             на 1 сентября             на 1 октября             на 1 ноября             на 1 декабря              на 1 января             на 1 февраля             на 1 марта             на 1 апреля             на 1 мая             на 1 июня             на 1 июля"
50,168.0,Какие данные представлены в разделе 'Структура наличной денежной массы в обращении'?,"В разделе 'Структура наличной денежной массы в обращении' представлена информация о составе наличной денежной массы на различные даты, начиная с 01.10.2014 года.",0.0,"Статистика     Наличное денежное обращение             Структура наличной денежной массы в обращении        01.01.2024  01.10.2023  01.07.2023  01.04.2023  01.01.2023  01.10.2022  01.07.2022  01.04.2022  01.01.2022  01.10.2021  01.07.2021  01.04.2021  01.01.2021  на 01.10.20  на 01.07.20  на 01.04.20  на 01.01.20  на 01.10.19  на 01.07.19  на 01.04.19  на 01.01.19  на 01.10.18  на 01.07.18   на 01.04.18  на 01.01.18  на 01.10.17  на 01.07.17  на 01.04.17  на 01.01.17  на 01.10.16  на 01.07.16  на 01.04.16  на 01.01.16  на 01.10.15  на 01.07.15  на 01.04.15  на 01.01.15  на 01.10.14  на 01.07.14  на 01.04.14  на 01.01.14  на 01.10.13  на 01.07.13  на 01.04.13  на 01.01.13  на 01.10.12  на 01.07.12  на 01.04.12  на 01.01.12  на 01.10.11  на 01.07.11  на 01.04.11  на 01.01.11  на 01.10.10  на 01.07.10  на 01.04.10  на 01.01.10  на 01.10.09  на 01.07.09  на 01.04.09  на 01.01.09  на 01.10.08  на 01.07.08  на 01.04.08  на 01.01.08  на 01.10.07  на 01.07.07  на 01.04.07  на 01.01.07    Ещё + Свернуть -                Данные о поддельных денежных знаках, выявленных в банковской системе России         2023 г.  2022 г.  2021 г.  2020 г.  2019 г.  2018 г.  2017 г.  2016 г.  2015 г.  2014 г.  2013 г.  2012 г.  2011 г.  2010 г.      2023  IV квартал  III квартал  II квартал  I квартал    2022 год  IV квартал  III квартал  II квартал  I квартал     2021 год  IV квартал   III квартал  II квартал  I квартал    2020 год  IV квартал   III квартал   II квартал  I квартал    2019 год  IV квартал   III квартал   II квартал  I квартал     2018 год  IV квартал  III квартал   II квартал  I квартал    2017 год  IV квартал  III квартал  II квартал  I квартал    2016 год  IV квартал"
51,1371.0,Какая информация содержится в разделе 'Сведения о первичном рынке жилищных кредитов' формы 0409316?,Раздел 1 формы 0409316 содержит информацию о первичном рынке жилищных кредитов.,0.0,"01.10  на 01.09  на 01.08  на 01.07  на 01.06  на 01.05  на 01.04  на 01.03  на 01.02  на 01.01    на 01.12  на 01.11  на 01.10  на 01.09  на 01.08  на 01.07  на 01.06  на 01.05  на 01.04  на 01.03  на 01.02  на 01.01    на 01.12  на 01.11  на 01.10  на 01.09  на 01.08  на 01.07  на 01.06  на 01.05  на 01.04  на 01.03  на 01.02  на 01.01    на 01.12  на 01.11  на 01.10  на 01.09  на 01.08  на 01.07  на 01.06  на 01.05  на 01.04  на 01.03  на 01.02  на 01.01    на 01.12  на 01.11  на 01.10  на 01.09  на 01.08  на 01.07  на 01.06  на 01.05  на 01.04  на 01.03  на 01.02  на 01.01    на 01.12  на 01.11  на 01.10  на 01.09  на 01.08  на 01.07  на 01.06    Ещё + Свернуть -                Описание формата данных                  Описание формата данных до 1.06.2023                  Описание формата данных до 1.05.2021                  Описание формата данных до 1.02.2019                  Описание формата данных до 1.01.2019                  Описание формата данных до 1.10.2017                  Описание формата данных до 1.02.2017                  Описание формата данных до 1.02.2016                  Описание формата данных до 1.02.2015                  Описание формата данных до 1.02.2014                  Описание формата данных до 1.03.2013                  Описание формата данных до 1.02.2013                  Описание формата данных до 1.02.2012                  Описание формата данных до 1.02.2011        Данные раздела 1 формы 0409316            Информация по разделу 1 «Сведения о первичном рынке жилищных кредитов» формы отчетности 0409316 «Сведения о жилищных кредитах»         Форма 0409802            Консолидированный балансовый отчет, форма 0409802, dbf в архиве         2023 г.  2021 г.  2020 г.  2019 г.  2018 г.  2017 г.      на 01.10  на 01.07    на"
52,1371.0,Что представляют собой формы 0409803 и 0409805?,"Форма 0409803 - Консолидированный отчет о финансовых результатах, форма 0409803, формат dbf в архиве. Форма 0409805 - Расчет собственных средств (капитала) и значений обязательных нормативов банковской группы, форма 0409805, формат dbf в архиве.",0.0,"2021 г.  2020 г.  2019 г.  2018 г.  2017 г.      на 01.10  на 01.07    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10    Ещё + Свернуть -                Описание формата данных                  Описание формата данных до 1.07.2023                  Описание формата данных до 1.07.2021                  Описание формата данных до 1.04.2019                  Описание формата данных до 1.10.2018        Форма 0409803            Консолидированный отчет о финансовых результатах, форма 0409803, dbf в архиве         2023 г.  2021 г.  2020 г.  2019 г.  2018 г.  2017 г.      на 01.10  на 01.07    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10    Ещё + Свернуть -                Описание формата данных                  Описание формата данных до 1.07.2023                  Описание формата данных до 1.10.2018        Форма 0409805            Расчет собственных средств (капитала) и значений обязательных нормативов банковской группы, форма 0409805, dbf в архиве         2023 г.  2021 г.  2020 г.  2019 г.  2018 г.  2017 г.      на 01.10  на 01.07    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10  на 01.07  на 01.04  на 01.01    на 01.10    Ещё + Свернуть -                Описание формата данных                  Описание формата данных до 1.07.2023                  Описание формата данных до 1.07.2021                  Описание формата данных до 1.10.2018        Консолидированная финансовая отчетность            Консолидированная финансовая отчетность, dbf"
53,191.0,Какие серии монет были выпущены в 2017 году Банком России?,"В 2017 году были выпущены две новые серии монет: 'Российская (советская) мультипликация' и 'Легенды и сказки народов России', а также регулярные серии 'Выдающиеся личности России', 'Памятники архитектуры России', 'Древние города России' и другие.",0.0,"ПАМЯТНЫЕ
МОНЕТЫ
РОССИИ

2017
COMMEMORATIVE
COINS OF
RUSSIA

ЕЖЕГОДНЫЙ
КАТАЛОГ

ПАМЯТНЫХ И
ИНВЕСТИЦИОННЫХ

МОНЕТ БАНКА РОССИИ



Уважаемые читатели!

Представляем Вашему вниманию 
26-й выпуск ежегодного каталога памятных 
и инвестиционных монет, выпущенных в 
обращение Банком России.

В 2017 году наряду с монетами 
регулярных серий («Выдающиеся личности 
России», «Памятники архитектуры 
России», «Древние города России» и др.) 
были выпущены две новые серии, которые 
могут быть интересны как нумизматам, 
так и людям, серьезно не занимающимся 
коллекционированием, – «Российская 
(советская) мультипликация» и «Легенды и 
сказки народов России».

Спортивный раздел каталога 
представлен памятной монетой «Чемпионат 
мира по практической стрельбе из 
карабина», а также продолжением 
программы, посвященной Чемпионату мира 
по футболу FIFA 2018 в России. Выпуском 
монеты отмечен и ХIХ Всемирный 
фестиваль молодежи и студентов, который 
прошел в 2017 году в Сочи.

Информация о памятных и 
инвестиционных монетах Банка России, 
а также электронные версии каталогов 
памятных и инвестиционных монет 
представлены на сайте Банка России   
(http://www.cbr.ru).

Dear Readers!

We present the 26th edition of the annual 
catalogue of commemorative and investment 
coins issued by the Bank of Russia.

In 2017 in addition to the regular 
series (“Outstanding Personalities of Russia”, 
“Architectural Monuments of Russia”, “Ancient 
Towns of Russia”, etc.) we issued two new 
series, which can attract the interest not only 
of numismatists but also of those who aren’t 
seriously involved in coin collecting: “Russian 
(Soviet) Animation” and “Legends and 
Folktales of Russia”."
54,191.0,Где можно найти информацию о памятных и инвестиционных монетах Банка России?,"Информация о памятных и инвестиционных монетах Банка России, а также онлайн версии каталогов памятных и инвестиционных монет доступны на сайте Банка России (http://www.cbr.ru).",0.0,"The sports section of the catalogue 
features the commemorative coin “Practical 
Rifle Shooting World Championship”, as well 
as the continuation of the coin programme 
dedicated to the 2018 FIFA World Cup Russia. 
The XIX World Festival of Youth and Students, 
which took place in Sochi in 2017, also was 
marked with a coin.

Information about commemorative 
and investment coins of the Bank of Russia 
as well as online versions of the catalogues 
of commemorative and investment coins are 
available on the website of the Bank of Russia  
(http://www.cbr.ru).



Инвестиционная монета
ГЕОРГИЙ ПОБЕДОНОСЕЦ
Investment coin
SAINT GEORGE THE VICTORIOUS

ПАМЯТНЫЕ И ИНВЕСТИЦИОННЫЕ МОНЕТЫ
БАНКА РОССИИ2017 1



И
Н

ВЕ
С

ТИ
Ц

И
О

Н
Н

А
Я 

М
О

Н
ЕТ

А
 «

ГЕ
О

РГ
И

Й
 П

О
БЕ

ДО
Н

О
С

ЕЦ
»

IN
V

ES
TM

EN
T 

C
O

IN
 «

SA
IN

T 
G

EO
RG

E 
TH

E 
V

IC
TO

RI
O

U
S» Георгий Победоносец

Дата выпуска: 7 августа 2017 г.
Каталожный номер — 5111-0178

Saint George the Victorious
Date of issue: August 7, 2017
Catalogue Number — 5111-0178

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm

Тираж, шт
Mintage, pcs

3 рубля
3 rubles

АЦ
UNC"
55,191.0,"Какие элементы содержатся на аверсе монеты '3 РУБЛЯ' (3 RUBLES) 2017 года, выпущенной Банком России?","В центре - рельефное изображение Государственного Герба Российской Федерации, над ним вдоль края полукруглая надпись 'РОССИЙСКАЯ ФЕДЕРАЦИЯ', по бокам рамка из удвоенных ромбов, под гербом: слева указания о драгоценном металле и его пробе, справа содержание чистого металла и клеймо монетного двора, внизу по центру в три строки надпись 'БАНК РОССИИ', номинал монеты '3 РУБЛЯ', год выпуска '2017 г.'.",0.0,"The obverse:
in the centre the relief image of the National Coat 
of Arms of the Russian Federation, over it along the 
rim the semicircular inscription “РОССИЙСКАЯ 
ФЕДЕРАЦИЯ” (RUSSIAN FEDERATION), framed on 
both sides by doubled rhombuses, below under the coat 
of arms: to the left indications of the precious metal and its 
fineness, to the right the fine metal content and the mint 
trade mark, at the bottom in the centre in three lines the 
inscription “БАНК РОССИИ” (BANK OF RUSSIA), the 
denomination of the coin “3 РУБЛЯ” (3 RUBLES), the 
year of issue “2017 г.” (2017).

The reverse:
the relief image of Saint George the Victorious sitting on 
horseback and spearing a dragon.

The artists: E.V. Kramskaya (obverse), 
A.V. Baklanov, National Artist of Russia (reverse).
The sculptors: A.A. Dolgopolova (obverse), 
A.V. Baklanov, National Artist of Russia (reverse).
Mint: Saint Petersburg Mint (СПМД).
The edge: 300 corrugations.

Since the 13th century in Russia and its neighbour 
states the image of Saint George the Victorious has 
been used as an element of the national symbols: on 
prince seals, flags, coats of arms, coins. This image was 
an element of the coat of arms of the Russian Empire, 
and it is present on the coat of arms of the Russian 
Federation as well.

2



2017 ПАМЯТНЫЕ И ИНВЕСТИЦИОННЫЕ МОНЕТЫ
БАНКА РОССИИ

Серия
ВЫДАЮЩИЕСЯ ЛИЧНОСТИ 
РОССИИ
Series
OUTSTANDING PERSONALITIES 
OF RUSSIA

3



С
ЕР

И
Я 

«В
Ы

Д
А

Ю
Щ

И
ЕС

Я 
Л

И
Ч

Н
О

С
ТИ"
56,191.0,"Кто изображен на монете, описание каких деталей присутствует на ней?","На монете изображен П.П. Семенов-Тян-Шанский с горами на заднем плане, а также контурные изображения двух всадников. На оборотной стороне монеты также есть надпись 'П.П. Семенов-Тян-Шанский', даты '1827' и '1914'.",0.0,"The reverse:
on the mirror field of the disc the relief image of 
P.P. Semyonov-Tyan-Shansky with mountains in 
the background, contour images of two riders 
on both sides of the traveller’s figure, the one 
on the left sitting on horseback, the one on the 
right riding a camel, above along the rim the 
inscription “П.П. СЕМЕНОВ-ТЯН-ШАНСКИЙ” 
(P.P. SEMYONOV-TYAN-SHANSKY), to the right 
below in two lines the dates “1827” and “1914”.

The artists: E.V. Kramskaya (obverse), 
A.D. Schablykin (reverse).
The sculptors: A.A. Dolgopolova (obverse), 
O.G. Shepel (reverse).
Mint: Moscow Mint (MМД).
The edge: 195 corrugations.

Pyotr Semyonov-Tyan-Shansky (1827–1914) was a 
Russian geographer, botanist and statistician, statesman 
and public figure, honorary member of the Russian 
Academy of science (1973) and vice-president of the 
Russian Geographical Society (1873–1914). He was the 
first European to explore Tyan-Shan in 1856 and 1857 
making important scientific discoveries. He supported 
and organised several major expeditions to Central Asia. 
The first census of the Russian Federation was held at his 
initiative in 1897.

4



С
ЕРИ

Я «ВЫ
Д

А
Ю

Щ
И

ЕС
Я Л

И
Ч

Н
О

С
ТИ

 РО
С

С
И

И
»

SERIES «O
U

TSTA
N

D
IN

G
 PERSO

N
A

LITIES O
F RU

SSIA
»

Поэт К.Д. Бальмонт, к 150-летию со дня 
рождения (15.06.1867)

Дата выпуска: 2 мая 2017 г.
Каталожный номер — 5110-0149

Poet K.D. Balmont – 150th Anniversary of 
his Birth (15.06.1867)

Date of issue: May 2, 2017
Catalogue Number — 5110-0149

Номинал
Denomination

Качество
Quality"
57,191.0,Какие данные указаны на аверсе монеты 2 рубля 2017 года?,"На аверсе монеты 2 рубля 2017 года указаны: рельефное изображение Государственного герба Российской Федерации, надпись 'РОССИЙСКАЯ ФЕДЕРАЦИЯ', обозначения драгоценного металла и пробы сплава, содержание химически чистого металла, товарный знак монетного двора, надпись 'БАНК РОССИИ', номинал монеты '2 РУБЛЯ', год выпуска '2017 г.'.",0.0,"Date of issue: May 2, 2017
Catalogue Number — 5110-0149

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm

Тираж, шт
Mintage, pcs

2 рубля
2 rubles

пруф
proof

серебро 925/1000
silver 925/1000 17,00 (± 0,18) 15,55 33,00 (± 0,20) 2,40 (± 0,20) 3 000

Аверс:
на зеркальном поле диска – рельефное изображение 
Государственного герба Российской Федерации, 
над ним вдоль канта – надпись полукругом: 
«РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с 
обеих сторон сдвоенными ромбами, внизу под 
гербом: слева – обозначения драгоценного металла 
и пробы сплава, справа – содержание химически 
чистого металла и товарный знак монетного 
двора, внизу в центре в три строки – надпись: 
«БАНК РОССИИ», номинал монеты: «2 РУБЛЯ», 
год выпуска: «2017 г.».

Реверс:
на зеркальном поле диска – рельефный портрет 
К.Д. Бальмонта в окружении звезд, слева – 
факсимиле подписи поэта и даты в две строки: 
«1867» и «1942».

Художники: Е.В. Крамская (аверс), 
Л.А. Евдокимова (реверс).
Скульптор: А.А. Долгополова (аверс, реверс).
Чеканка: Санкт-Петербургский монетный двор (СПМД).
Оформление гурта: 195 рифлений.

Константин Дмитриевич Бальмонт (1867–
1942) – русский поэт, прозаик, критик, переводчик. 
Отличался способностью фиксировать мгновенные 
переживания, мастерским владением сложными 
формами стиха, фонетическим богатством и 
музыкальностью речи. Его лучшие стихотворные 
сборники – «Тишина» (1898), «Горящие здания» 
(1900) и «Будем как Солнце» (1903). Переводил 
более чем с 30 языков, классическими стали его 
переводы пьес Кальдерона и «Витязя в тигровой 
шкуре» Ш. Руставели."
58,191.0,"Какие характеристики имеет монета, посвященная 200-летию со дня рождения художника И.К. Айвазовского?","Монета номиналом 2 рубля, изготовлена из серебра 925/1000, ее масса составляет 17,00 (± 0,18) г, диаметр - 33,00 (± 0,20) мм, толщина - 2,40 (± 0,20) мм. Тираж монеты составляет 3 000 штук. На аверсе изображен Государственный герб Российской Федерации и другие символы.",0.0,"5



С
ЕР

И
Я 

«В
Ы

Д
А

Ю
Щ

И
ЕС

Я 
Л

И
Ч

Н
О

С
ТИ

 Р
О

С
С

И
И

»
SE

RI
ES

 «
O

U
TS

TA
N

D
IN

G
 P

ER
SO

N
A

LI
TI

ES
 O

F 
RU

SS
IA

»
Художник И.К. Айвазовский, к 200-летию 
со дня рождения (29.07.1817)
Дата выпуска: 5 июля 2017 г.
Каталожный номер — 5110-0150

Painter I.K. Aivazovsky – 200th Anniversary 
of his Birth (29.07.1817)
Date of issue: July 5, 2017
Catalogue Number — 5110-0150

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm

Тираж, шт
Mintage, pcs

2 рубля
2 rubles

пруф
proof

серебро 925/1000
silver 925/1000 17,00 (± 0,18) 15,55 33,00 (± 0,20) 2,40 (± 0,20) 3 000

Аверс:
на зеркальном поле диска – рельефное изображение 
Государственного герба Российской Федерации, 
над ним вдоль канта – надпись полукругом: 
«РОССИЙСКАЯ ФЕДЕРАЦИЯ», обрамленная с 
обеих сторон сдвоенными ромбами, внизу под 
гербом: слева – обозначения драгоценного металла 
и пробы сплава, справа – содержание химически 
чистого металла и товарный знак монетного 
двора, внизу в центре в три строки – надпись: 
«БАНК РОССИИ», номинал монеты: «2 РУБЛЯ», 
год выпуска: «2017 г.»."
59,191.0,Кто такой Юрий Любимов?,"Юрий Любимов (1917–2014) - советский и российский театральный режиссер, актер и педагог, награжденный званием Народного артиста Российской Федерации в 1992 году. Он был основателем и режиссером Таганского театра, создавал впечатляющие, полемические и смелые постановки, такие как «Добрый человек из Сезуана» (1964), «Гамлет» (1971), «И здесь тишина» (1971), «Мастер и Маргарита» (1977) и др.",0.0,"Yuri Lyubimov (1917–2014) was a Soviet and 
Russian theatre director, actor and teacher, awarded 
National Artist of the Russian Federation in 1992. He 
was the founder and the director of the Taganka Theatre. 
One of the reformers of the Russian theatre, he created 
impressive, polemical and daring plays, such as “The 
Good Person of Szechwan” (1964), “Hamlet” (1971), 
“And Here the Dawns are Silent” (1971), “The Master 
and Margarita” (1977), etc.

С
ЕРИ

Я «ВЫ
Д

А
Ю

Щ
И

ЕС
Я Л

И
Ч

Н
О

С
ТИ

 РО
С

С
И

И
»

SERIES «O
U

TSTA
N

D
IN

G
 PERSO

N
A

LITIES O
F RU

SSIA
»

7



8



Серия
ПАМЯТНИКИ АРХИТЕКТУРЫ 
РОССИИ
Series
ARCHITECTURAL MONUMENTS OF RUSSIA

2017 ПАМЯТНЫЕ И ИНВЕСТИЦИОННЫЕ МОНЕТЫ
БАНКА РОССИИ 9



С
ЕР

И
Я 

«П
А

М
ЯТ

Н
И

К
И

 А
РХ

И
ТЕ

К
ТУ

РЫ
 Р

О
С

С
И

И
»

SE
RI

ES
 «

A
RC

H
IT

EC
TU

RA
L 

M
O

N
U

M
EN

TS
 O

F 
RU

SS
IA

»
Монастырь Сурб-Хач, 
Республика Крым
Дата выпуска: 1 марта 2017 г.
Каталожный номер — 5111-0357

Surb Khach Monastery, 
Republic of Crimea
Date of issue: March 1, 2017
Catalogue Number — 5111-0357

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm"
60,191.0,Что известно о монастыре Surb Khach в Крыму?,"Surb Khach - армянский монастырь, основанный в 1358 году Ховханнесом Себастьянцем, расположенный в Крыму, в 3,5 км к юго-западу от города Старый Крым. На территории монастыря есть каменные стелы с вырезанным изображением креста, называемые качкары. Каждый качкар имеет свою уникальную резьбу. Монастырь открыт для бесплатного посещения и паломничества круглый год.",0.0,"Surb Khach is an Armenian monastery located in 
Crimea, 3.5 km south-west of the Stary Krym town. 
It was founded in 1358 by Hovhannes Sebastatsi, the 
spiritual leader of Armenians in Crimea. There are stone 
steles with a carved image of a cross called kachkars on 
the monastery grounds. Each khachkar bears its own 
unique carving. The monastery is open for free visiting 
and pilgrimage all year round.

 

10



С
ЕРИ

Я «П
А

М
ЯТН

И
К

И
 А

РХ
И

ТЕК
ТУ

РЫ
 РО

С
С

И
И

»
SERIES «A

RC
H

ITEC
TU

RA
L M

O
N

U
M

EN
TS O

F RU
SSIA

»
Мост «Королева Луиза», г. Советск 

Калининградской области
Дата выпуска: 5 июля 2017 г.

Каталожный номер — 5111-0362

Queen Louise Bridge, the Town of Sovetsk, 
Kaliningrad Region

Date of issue: July 5, 2017
Catalogue Number — 5111-0362

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm

Тираж, шт
Mintage, pcs

3 рубля
3 rubles

пруф
proof

серебро 925/1000
silver 925/1000 33,94 (± 0,31) 31,10 39,00 (± 0,30) 3,30 (± 0,35) 3 000"
61,191.0,"Как называется мост через реку Неман, соединяющий Советск (Россия) и Панемуне (Литва)?",Мост называется Queen Louise Bridge и назван в честь королевы Пруссии Луизы. Он был построен в 1904 году и открыт в октябре 1907 года.,0.0,"Queen Louise Bridge is a border road bridge across the 
Neman River. The 416 metres long bridge that connects 
Sovetsk (Russia) to Panemune (Lithuania) was named 
after Louise, the queen of Prussia. Its construction began 
in 1904 and its opening ceremony was held in October 
1907 to coincide with the Centenary of the Treaties of 
Tilsit. During the World War II, the bridge was blown up, 
and since then it had been repeatedly restored.

11



С
ЕР

И
Я 

«П
А

М
ЯТ

Н
И

К
И

 А
РХ

И
ТЕ

К
ТУ

РЫ
 Р

О
С

С
И

И
»

SE
RI

ES
 «

A
RC

H
IT

EC
TU

RA
L 

M
O

N
U

M
EN

TS
 O

F 
RU

SS
IA

»
Церковь Спаса Преображения Свенского 
монастыря, Брянская область
Дата выпуска: 30 ноября 2017 г.
Каталожный номер — 5111-0364

Saviour’s Transfiguration Church of the 
Svensk Monastery, Bryansk Region
Date of issue: November 30, 2017
Catalogue Number — 5111-0364

Номинал
Denomination

Качество
Quality

Металл, проба
Metal, fineness

Масса общая, г
Total weight, g

Содержание химически 
чистого металла не менее, г

Fine metal content
not less than, g

Диаметр, мм
Diameter, mm

Толщина, мм
Thickness, mm

Тираж, шт
Mintage, pcs

3 рубля
3 rubles

пруф
proof

серебро 925/1000
silver 925/1000 33,94 (± 0,31) 31,10 39,00 (± 0,30) 3,30 (± 0,35) 5 000"
